"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.sentence1","Input.sentence2","Input.sentence3","Input.sentence4","Input.sentence5","Answer.score1","Answer.score2","Answer.score3","Answer.score4","Answer.score5","Answer.words1","Answer.words2","Answer.words3","Answer.words4","Answer.words5","Approve","Reject"
"3VDVA3ILID0VKTJ566TM7IV0UZBG1F","370L63GT3D60H5L6G0NFZL7USOZ18V","(EASY TASK) Select vague words from sentences","Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.","vague, ambiguous, privacy policy","$0.05","Sat Apr 22 20:24:14 PDT 2017","8","BatchId:2776926;OriginalHitTemplateId:920937305;","432000","604800","Mon May 08 20:54:28 PDT 2017","","","30LB5CDZNDVYR5RMQHID24OGGF20ZG","A3VRBYINUIXYWS","Rejected","Mon Apr 24 21:16:25 PDT 2017","Mon Apr 24 21:18:35 PDT 2017","Mon May 01 21:18:35 PDT 2017","","Tue Apr 25 16:39:41 PDT 2017","Not vague terms. Missed some terms like ""certain""","130","0% (0/3)","0% (0/0)","0% (0/0)","Such attempts may be punishable under the Computer Fraud and Abuse Act of 1986 and the National Information Infrastructure Protection Act .","In particular , when purchasing a subscription or signing up for an e-mail newsletter , you must provide certain contact information ( e.g. , your name , e-mail and shipping address , as applicable ) and you may be asked to provide financial information ( e.g. , credit card number , expiration date , billing address , etc . ) to be used for billing purposes and to fill customers ' orders .","The Christian Science Monitor may use such information to help determine ways to improve our Site .","The Christian Science Monitor reserves the right to publish non-personally identifiable , summary information regarding its website and e-newsletter visitors for promotional purposes and as a representative audience for advertisers .","Please note that this is not personally identifiable information , only general summaries of the activities of our visitors and customers .","2","1","2","1","1","attempts","{}","such","{}","{}"
"3VDVA3ILID0VKTJ566TM7IV0UZBG1F","370L63GT3D60H5L6G0NFZL7USOZ18V","(EASY TASK) Select vague words from sentences","Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.","vague, ambiguous, privacy policy","$0.05","Sat Apr 22 20:24:14 PDT 2017","8","BatchId:2776926;OriginalHitTemplateId:920937305;","432000","604800","Mon May 08 20:54:28 PDT 2017","","","3B837J3LDPHPQNP7P27KQ7S02X2SRG","A3QJWVR7M9XA1P","Approved","Thu Apr 27 09:08:39 PDT 2017","Thu Apr 27 09:09:42 PDT 2017","Thu May 04 09:09:42 PDT 2017","Mon May 01 20:54:35 PDT 2017","","","63","96% (65/68)","0% (0/0)","0% (0/0)","Such attempts may be punishable under the Computer Fraud and Abuse Act of 1986 and the National Information Infrastructure Protection Act .","In particular , when purchasing a subscription or signing up for an e-mail newsletter , you must provide certain contact information ( e.g. , your name , e-mail and shipping address , as applicable ) and you may be asked to provide financial information ( e.g. , credit card number , expiration date , billing address , etc . ) to be used for billing purposes and to fill customers ' orders .","The Christian Science Monitor may use such information to help determine ways to improve our Site .","The Christian Science Monitor reserves the right to publish non-personally identifiable , summary information regarding its website and e-newsletter visitors for promotional purposes and as a representative audience for advertisers .","Please note that this is not personally identifiable information , only general summaries of the activities of our visitors and customers .","1","2","2","2","2","(none)","as applicable","ways","publish","activities"
"3VDVA3ILID0VKTJ566TM7IV0UZBG1F","370L63GT3D60H5L6G0NFZL7USOZ18V","(EASY TASK) Select vague words from sentences","Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.","vague, ambiguous, privacy policy","$0.05","Sat Apr 22 20:24:14 PDT 2017","8","BatchId:2776926;OriginalHitTemplateId:920937305;","432000","604800","Mon May 08 20:54:28 PDT 2017","","","3BDCF01OGYFBJB63JO2DMH72DOSYLP","A3AJSLZ6N8FFSF","Approved","Wed Apr 26 16:34:33 PDT 2017","Wed Apr 26 16:43:33 PDT 2017","Wed May 03 16:43:33 PDT 2017","Mon May 01 20:54:32 PDT 2017","","","540","100% (1/1)","0% (0/0)","0% (0/0)","Such attempts may be punishable under the Computer Fraud and Abuse Act of 1986 and the National Information Infrastructure Protection Act .","In particular , when purchasing a subscription or signing up for an e-mail newsletter , you must provide certain contact information ( e.g. , your name , e-mail and shipping address , as applicable ) and you may be asked to provide financial information ( e.g. , credit card number , expiration date , billing address , etc . ) to be used for billing purposes and to fill customers ' orders .","The Christian Science Monitor may use such information to help determine ways to improve our Site .","The Christian Science Monitor reserves the right to publish non-personally identifiable , summary information regarding its website and e-newsletter visitors for promotional purposes and as a representative audience for advertisers .","Please note that this is not personally identifiable information , only general summaries of the activities of our visitors and customers .","3","2","2","2","2","may, attempts","may, billing purposes","may, such information","non-personally, summary","general, summaries, activities"
"3VDVA3ILID0VKTJ566TM7IV0UZBG1F","370L63GT3D60H5L6G0NFZL7USOZ18V","(EASY TASK) Select vague words from sentences","Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.","vague, ambiguous, privacy policy","$0.05","Sat Apr 22 20:24:14 PDT 2017","8","BatchId:2776926;OriginalHitTemplateId:920937305;","432000","604800","Mon May 08 20:54:28 PDT 2017","","","3DYGAII7PMTS1UUFK6EQQCDKJSDQPJ","A2G3MZ8430QBRN","Rejected","Thu Apr 27 22:58:38 PDT 2017","Thu Apr 27 23:00:35 PDT 2017","Thu May 04 23:00:35 PDT 2017","","Mon May 01 20:54:28 PDT 2017","Not vague terms","117","40% (2/5)","0% (0/0)","0% (0/0)","Such attempts may be punishable under the Computer Fraud and Abuse Act of 1986 and the National Information Infrastructure Protection Act .","In particular , when purchasing a subscription or signing up for an e-mail newsletter , you must provide certain contact information ( e.g. , your name , e-mail and shipping address , as applicable ) and you may be asked to provide financial information ( e.g. , credit card number , expiration date , billing address , etc . ) to be used for billing purposes and to fill customers ' orders .","The Christian Science Monitor may use such information to help determine ways to improve our Site .","The Christian Science Monitor reserves the right to publish non-personally identifiable , summary information regarding its website and e-newsletter visitors for promotional purposes and as a representative audience for advertisers .","Please note that this is not personally identifiable information , only general summaries of the activities of our visitors and customers .","2","1","2","3","4","such attempts","{}","such information","summary, representative","general summaries"
"3VDVA3ILID0VKTJ566TM7IV0UZBG1F","370L63GT3D60H5L6G0NFZL7USOZ18V","(EASY TASK) Select vague words from sentences","Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.","vague, ambiguous, privacy policy","$0.05","Sat Apr 22 20:24:14 PDT 2017","8","BatchId:2776926;OriginalHitTemplateId:920937305;","432000","604800","Mon May 08 20:54:28 PDT 2017","","","3HHRAGRYX9Q4OV1SO4QPFHI5ZHN9OX","A2GD3CRFIEENJS","Approved","Tue Apr 25 08:38:11 PDT 2017","Tue Apr 25 08:39:25 PDT 2017","Tue May 02 08:39:25 PDT 2017","Tue Apr 25 16:39:27 PDT 2017","","","74","100% (786/786)","100% (118/118)","100% (4/4)","Such attempts may be punishable under the Computer Fraud and Abuse Act of 1986 and the National Information Infrastructure Protection Act .","In particular , when purchasing a subscription or signing up for an e-mail newsletter , you must provide certain contact information ( e.g. , your name , e-mail and shipping address , as applicable ) and you may be asked to provide financial information ( e.g. , credit card number , expiration date , billing address , etc . ) to be used for billing purposes and to fill customers ' orders .","The Christian Science Monitor may use such information to help determine ways to improve our Site .","The Christian Science Monitor reserves the right to publish non-personally identifiable , summary information regarding its website and e-newsletter visitors for promotional purposes and as a representative audience for advertisers .","Please note that this is not personally identifiable information , only general summaries of the activities of our visitors and customers .","2","3","3","2","2","may","certain, may","may, information","non-personally identifiable","general"
"3VDVA3ILID0VKTJ566TM7IV0UZBG1F","370L63GT3D60H5L6G0NFZL7USOZ18V","(EASY TASK) Select vague words from sentences","Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.","vague, ambiguous, privacy policy","$0.05","Sat Apr 22 20:24:14 PDT 2017","8","BatchId:2776926;OriginalHitTemplateId:920937305;","432000","604800","Mon May 08 20:54:28 PDT 2017","","","3OUYGIZWR8J4D1PG38KBB6M26JI0PO","A3I97794CB5SUO","Approved","Tue Apr 25 13:49:33 PDT 2017","Tue Apr 25 13:53:49 PDT 2017","Tue May 02 13:53:49 PDT 2017","Tue Apr 25 16:39:35 PDT 2017","","","256","100% (50/50)","0% (0/0)","0% (0/0)","Such attempts may be punishable under the Computer Fraud and Abuse Act of 1986 and the National Information Infrastructure Protection Act .","In particular , when purchasing a subscription or signing up for an e-mail newsletter , you must provide certain contact information ( e.g. , your name , e-mail and shipping address , as applicable ) and you may be asked to provide financial information ( e.g. , credit card number , expiration date , billing address , etc . ) to be used for billing purposes and to fill customers ' orders .","The Christian Science Monitor may use such information to help determine ways to improve our Site .","The Christian Science Monitor reserves the right to publish non-personally identifiable , summary information regarding its website and e-newsletter visitors for promotional purposes and as a representative audience for advertisers .","Please note that this is not personally identifiable information , only general summaries of the activities of our visitors and customers .","2","2","2","1","1","may be","certain, may be","may use","{}","{}"
"3VDVA3ILID0VKTJ566TM7IV0UZBG1F","370L63GT3D60H5L6G0NFZL7USOZ18V","(EASY TASK) Select vague words from sentences","Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.","vague, ambiguous, privacy policy","$0.05","Sat Apr 22 20:24:14 PDT 2017","8","BatchId:2776926;OriginalHitTemplateId:920937305;","432000","604800","Mon May 08 20:54:28 PDT 2017","","","3TR2532VIQF3518XAKV8NBAHB2ZJ64","A13BHV358UV49G","Approved","Tue May 02 00:14:09 PDT 2017","Tue May 02 00:16:28 PDT 2017","Tue May 09 00:16:28 PDT 2017","Sun May 07 12:09:32 PDT 2017","","","139","100% (3/3)","0% (0/0)","0% (0/0)","Such attempts may be punishable under the Computer Fraud and Abuse Act of 1986 and the National Information Infrastructure Protection Act .","In particular , when purchasing a subscription or signing up for an e-mail newsletter , you must provide certain contact information ( e.g. , your name , e-mail and shipping address , as applicable ) and you may be asked to provide financial information ( e.g. , credit card number , expiration date , billing address , etc . ) to be used for billing purposes and to fill customers ' orders .","The Christian Science Monitor may use such information to help determine ways to improve our Site .","The Christian Science Monitor reserves the right to publish non-personally identifiable , summary information regarding its website and e-newsletter visitors for promotional purposes and as a representative audience for advertisers .","Please note that this is not personally identifiable information , only general summaries of the activities of our visitors and customers .","2","2","2","3","2","such, may be","certain, as applicable, may be","may, such","summary, promotional purposes, advertisers","general, summaries"
"3VDVA3ILID0VKTJ566TM7IV0UZBG1F","370L63GT3D60H5L6G0NFZL7USOZ18V","(EASY TASK) Select vague words from sentences","Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.","vague, ambiguous, privacy policy","$0.05","Sat Apr 22 20:24:14 PDT 2017","8","BatchId:2776926;OriginalHitTemplateId:920937305;","432000","604800","Mon May 08 20:54:28 PDT 2017","","","3Y5140Z9DY1FKW6W7Y9HHAMYS9CIP6","A3SMZZXIZ6HFFS","Rejected","Mon Apr 24 11:20:27 PDT 2017","Mon Apr 24 11:21:41 PDT 2017","Mon May 01 11:21:41 PDT 2017","","Tue Apr 25 16:39:37 PDT 2017","Your vague terms are very good, but you missed a lot of them. Most of the sentences have vague terms like ""may"", but you only entered them sometimes.","74","0% (0/47)","0% (0/0)","0% (0/0)","Such attempts may be punishable under the Computer Fraud and Abuse Act of 1986 and the National Information Infrastructure Protection Act .","In particular , when purchasing a subscription or signing up for an e-mail newsletter , you must provide certain contact information ( e.g. , your name , e-mail and shipping address , as applicable ) and you may be asked to provide financial information ( e.g. , credit card number , expiration date , billing address , etc . ) to be used for billing purposes and to fill customers ' orders .","The Christian Science Monitor may use such information to help determine ways to improve our Site .","The Christian Science Monitor reserves the right to publish non-personally identifiable , summary information regarding its website and e-newsletter visitors for promotional purposes and as a representative audience for advertisers .","Please note that this is not personally identifiable information , only general summaries of the activities of our visitors and customers .","1","1","1","1","1","{}","{}","improve, determine","{}","{}"
"3J9UN9O9J3D546OOITAPQQ46HZN0J1","370L63GT3D60H5L6G0NFZL7USOZ18V","(EASY TASK) Select vague words from sentences","Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.","vague, ambiguous, privacy policy","$0.05","Sat Apr 22 20:24:14 PDT 2017","8","BatchId:2776926;OriginalHitTemplateId:920937305;","432000","604800","Tue May 02 16:39:20 PDT 2017","","","34S9DKFK74A17B9OV1ISZ9BRIQZNY1","ARFAW0SGYEMFL","Approved","Sat Apr 29 08:16:35 PDT 2017","Sat Apr 29 08:21:19 PDT 2017","Sat May 06 08:21:19 PDT 2017","Mon May 01 20:54:40 PDT 2017","","","284","76% (384/502)","3% (4/121)","0% (0/0)","We also allow third-party companies to serve ads and/or collect certain anonymous information when you visit our web site .","These companies may use non-personally identifiable information ( e.g. , click stream information , browser type , time and date , subject of advertisements clicked or scrolled over ) collected during your visits to this and other websites in order to provide advertisements about goods and services likely to be of greater interest to you .","These companies typically use cookies or third party web beacons to collect this information .","The Christian Science Monitor supplies some of its subscriptions and content , such as the Digital Edition and the Historic Archive 1901 - 1980 , through third parties .","Generally , we do not provide , sell or lease personally identifiable information to any third parties .","2","2","1","2","1","certain","may, e.g.","{}","some, such,","generally"
"3J9UN9O9J3D546OOITAPQQ46HZN0J1","370L63GT3D60H5L6G0NFZL7USOZ18V","(EASY TASK) Select vague words from sentences","Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.","vague, ambiguous, privacy policy","$0.05","Sat Apr 22 20:24:14 PDT 2017","8","BatchId:2776926;OriginalHitTemplateId:920937305;","432000","604800","Tue May 02 16:39:20 PDT 2017","","","3CFVK00FWM690RWXD57L3QN9E82L63","A82OSQB7SGDD6","Approved","Mon Apr 24 17:00:48 PDT 2017","Mon Apr 24 17:02:37 PDT 2017","Mon May 01 17:02:37 PDT 2017","Tue Apr 25 16:39:42 PDT 2017","","","109","47% (9/19)","0% (0/0)","0% (0/0)","We also allow third-party companies to serve ads and/or collect certain anonymous information when you visit our web site .","These companies may use non-personally identifiable information ( e.g. , click stream information , browser type , time and date , subject of advertisements clicked or scrolled over ) collected during your visits to this and other websites in order to provide advertisements about goods and services likely to be of greater interest to you .","These companies typically use cookies or third party web beacons to collect this information .","The Christian Science Monitor supplies some of its subscriptions and content , such as the Digital Edition and the Historic Archive 1901 - 1980 , through third parties .","Generally , we do not provide , sell or lease personally identifiable information to any third parties .","2","2","2","2","3","third-party, anonymous","likely","typically, third-party","some, third parties","generally, third parties"
