"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.sentence1","Input.sentenceid1","Input.docid1","Input.sentence2","Input.sentenceid2","Input.docid2","Input.sentence3","Input.sentenceid3","Input.docid3","Input.sentence4","Input.sentenceid4","Input.docid4","Input.sentence5","Input.sentenceid5","Input.docid5","Answer.score1","Answer.score2","Answer.score3","Answer.score4","Answer.score5","Answer.words1","Answer.words2","Answer.words3","Answer.words4","Answer.words5","Approve","Reject"
"3V0TR1NRVANB213L7OKE9UR08ACA4M","370L63GT3D60H5L6G0NFZL7USOZ18V","(EASY TASK) Select vague words from sentences","Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.","vague, ambiguous, privacy policy","$0.05","Fri May 19 14:19:58 PDT 2017","9","BatchId:2809400;OriginalHitTemplateId:920937305;","432000","604800","Sun May 28 12:12:46 PDT 2017","","","31LM9EDVOMDBCMEP91HPPMW375INJ3","A2PNJSP7FUTYZS","Approved","Sun May 21 14:44:05 PDT 2017","Sun May 21 14:47:15 PDT 2017","Sun May 28 14:47:15 PDT 2017","Fri May 26 20:08:06 PDT 2017","","","190","100% (22/22)","100% (22/22)","0% (0/0)","By interacting with USDA through these third-party services , you may be providing non-government third parties access to your personal information which can be used to distinguish or trace your identity .","99141","930","Any information collected by a third-party service is subject to the privacy policies of the third-party service provider .","99142","930","These third-party services may , for example , use persistent ( multi-session ) cookies .","99143","930","Generally , USDA does not collect , disseminate , or maintain any personally identifiable information about you maintained by third party sites .","99144","930","However , you should be aware that USDA may read , review , or rely upon information that you make publicly available or the USDA on these services ( for example , comments made on the USDA 's Facebook page ) , as authorized or required by law .","99145","930","5","2","2","3","4","interacting, third-party, personal information, used","information, third-party","third-party, may","Generally, information, third party","may, rely, services, authorized"
"3V0TR1NRVANB213L7OKE9UR08ACA4M","370L63GT3D60H5L6G0NFZL7USOZ18V","(EASY TASK) Select vague words from sentences","Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.","vague, ambiguous, privacy policy","$0.05","Fri May 19 14:19:58 PDT 2017","9","BatchId:2809400;OriginalHitTemplateId:920937305;","432000","604800","Sun May 28 12:12:46 PDT 2017","","","33UKMF931A53L2FEIRH50RP4UN8TTO","A2JVO2LSRZVFGR","Rejected","Sat May 20 13:55:13 PDT 2017","Sat May 20 13:56:04 PDT 2017","Sat May 27 13:56:04 PDT 2017","","Sun May 21 12:12:52 PDT 2017","Missed vague terms in a lot of the sentences. The vagueness of a sentence is not just based on the number of vague terms in the sentence","51","12% (7/59)","12% (7/59)","0% (0/0)","By interacting with USDA through these third-party services , you may be providing non-government third parties access to your personal information which can be used to distinguish or trace your identity .","99141","930","Any information collected by a third-party service is subject to the privacy policies of the third-party service provider .","99142","930","These third-party services may , for example , use persistent ( multi-session ) cookies .","99143","930","Generally , USDA does not collect , disseminate , or maintain any personally identifiable information about you maintained by third party sites .","99144","930","However , you should be aware that USDA may read , review , or rely upon information that you make publicly available or the USDA on these services ( for example , comments made on the USDA 's Facebook page ) , as authorized or required by law .","99145","930","3","1","1","1","1","may, can","{}","{}","{}","{}"
"3V0TR1NRVANB213L7OKE9UR08ACA4M","370L63GT3D60H5L6G0NFZL7USOZ18V","(EASY TASK) Select vague words from sentences","Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.","vague, ambiguous, privacy policy","$0.05","Fri May 19 14:19:58 PDT 2017","9","BatchId:2809400;OriginalHitTemplateId:920937305;","432000","604800","Sun May 28 12:12:46 PDT 2017","","","36DSNE9QZ6JTU7E1AGH24BW8XCLOJB","A2C556VYMG2BXC","Rejected","Sat May 20 09:06:18 PDT 2017","Sat May 20 09:12:21 PDT 2017","Sat May 27 09:12:21 PDT 2017","","Sun May 21 12:13:08 PDT 2017","Good vague terms, but many of the sentences should not be labeled as very vague. Some have vague terms but are not that vague, and might receive a 1 or 2. Your rating should not depend just on how many vague terms in the sentence.","363","57% (152/268)","55% (141/256)","0% (0/0)","By interacting with USDA through these third-party services , you may be providing non-government third parties access to your personal information which can be used to distinguish or trace your identity .","99141","930","Any information collected by a third-party service is subject to the privacy policies of the third-party service provider .","99142","930","These third-party services may , for example , use persistent ( multi-session ) cookies .","99143","930","Generally , USDA does not collect , disseminate , or maintain any personally identifiable information about you maintained by third party sites .","99144","930","However , you should be aware that USDA may read , review , or rely upon information that you make publicly available or the USDA on these services ( for example , comments made on the USDA 's Facebook page ) , as authorized or required by law .","99145","930","4","4","4","4","4","may,  personal information","information","may","Generally","may"
"3V0TR1NRVANB213L7OKE9UR08ACA4M","370L63GT3D60H5L6G0NFZL7USOZ18V","(EASY TASK) Select vague words from sentences","Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.","vague, ambiguous, privacy policy","$0.05","Fri May 19 14:19:58 PDT 2017","9","BatchId:2809400;OriginalHitTemplateId:920937305;","432000","604800","Sun May 28 12:12:46 PDT 2017","","","37U1UTWH9W7773AYB41F9GSZSRG8RV","ADD0GCW3XBLLY","Approved","Sun May 21 16:07:05 PDT 2017","Sun May 21 16:08:07 PDT 2017","Sun May 28 16:08:07 PDT 2017","Fri May 26 20:08:15 PDT 2017","","","62","100% (14/14)","100% (14/14)","0% (0/0)","By interacting with USDA through these third-party services , you may be providing non-government third parties access to your personal information which can be used to distinguish or trace your identity .","99141","930","Any information collected by a third-party service is subject to the privacy policies of the third-party service provider .","99142","930","These third-party services may , for example , use persistent ( multi-session ) cookies .","99143","930","Generally , USDA does not collect , disseminate , or maintain any personally identifiable information about you maintained by third party sites .","99144","930","However , you should be aware that USDA may read , review , or rely upon information that you make publicly available or the USDA on these services ( for example , comments made on the USDA 's Facebook page ) , as authorized or required by law .","99145","930","5","3","3","1","4","may","is subject","may","{}","may"
"3V0TR1NRVANB213L7OKE9UR08ACA4M","370L63GT3D60H5L6G0NFZL7USOZ18V","(EASY TASK) Select vague words from sentences","Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.","vague, ambiguous, privacy policy","$0.05","Fri May 19 14:19:58 PDT 2017","9","BatchId:2809400;OriginalHitTemplateId:920937305;","432000","604800","Sun May 28 12:12:46 PDT 2017","","","3K4J6M3CXFEU11UZSRRH63KNG4SGAU","A2W2AXRFK3S3HX","Approved","Sat May 20 16:22:31 PDT 2017","Sat May 20 16:26:22 PDT 2017","Sat May 27 16:26:22 PDT 2017","Sun May 21 12:12:56 PDT 2017","","","231","100% (87/87)","100% (87/87)","0% (0/0)","By interacting with USDA through these third-party services , you may be providing non-government third parties access to your personal information which can be used to distinguish or trace your identity .","99141","930","Any information collected by a third-party service is subject to the privacy policies of the third-party service provider .","99142","930","These third-party services may , for example , use persistent ( multi-session ) cookies .","99143","930","Generally , USDA does not collect , disseminate , or maintain any personally identifiable information about you maintained by third party sites .","99144","930","However , you should be aware that USDA may read , review , or rely upon information that you make publicly available or the USDA on these services ( for example , comments made on the USDA 's Facebook page ) , as authorized or required by law .","99145","930","4","2","2","3","3","May, third parties, personal information, can be, or","Third-party","Third-party","Generally, personally, third-party","May, Or"
"3V0TR1NRVANB213L7OKE9UR08ACA4M","370L63GT3D60H5L6G0NFZL7USOZ18V","(EASY TASK) Select vague words from sentences","Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.","vague, ambiguous, privacy policy","$0.05","Fri May 19 14:19:58 PDT 2017","9","BatchId:2809400;OriginalHitTemplateId:920937305;","432000","604800","Sun May 28 12:12:46 PDT 2017","","","3PPTZCWALR5MFYWL7FCSHAFYVCSZQT","A1540UBS9SMV3Q","Rejected","Sat May 20 12:12:53 PDT 2017","Sat May 20 12:16:22 PDT 2017","Sat May 27 12:16:22 PDT 2017","","Sun May 21 12:12:46 PDT 2017","Not vague terms","209","0% (0/7)","0% (0/7)","0% (0/0)","By interacting with USDA through these third-party services , you may be providing non-government third parties access to your personal information which can be used to distinguish or trace your identity .","99141","930","Any information collected by a third-party service is subject to the privacy policies of the third-party service provider .","99142","930","These third-party services may , for example , use persistent ( multi-session ) cookies .","99143","930","Generally , USDA does not collect , disseminate , or maintain any personally identifiable information about you maintained by third party sites .","99144","930","However , you should be aware that USDA may read , review , or rely upon information that you make publicly available or the USDA on these services ( for example , comments made on the USDA 's Facebook page ) , as authorized or required by law .","99145","930","2","2","2","3","3","non-government, personal information, distinguish","information, privacy","persistent, multi-session, cookies","USDA, disseminate, personally, identifiable, maintained","USDA, publicly, comments, Facebook, authorized"
"3V0TR1NRVANB213L7OKE9UR08ACA4M","370L63GT3D60H5L6G0NFZL7USOZ18V","(EASY TASK) Select vague words from sentences","Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.","vague, ambiguous, privacy policy","$0.05","Fri May 19 14:19:58 PDT 2017","9","BatchId:2809400;OriginalHitTemplateId:920937305;","432000","604800","Sun May 28 12:12:46 PDT 2017","","","3PS7W85Z80NK1N60KLCO9ROS0IU9TX","A143Y8KWQVURGW","Approved","Sun May 21 15:40:03 PDT 2017","Sun May 21 15:42:37 PDT 2017","Sun May 28 15:42:37 PDT 2017","Fri May 26 20:08:19 PDT 2017","","","154","50% (1/2)","50% (1/2)","0% (0/0)","By interacting with USDA through these third-party services , you may be providing non-government third parties access to your personal information which can be used to distinguish or trace your identity .","99141","930","Any information collected by a third-party service is subject to the privacy policies of the third-party service provider .","99142","930","These third-party services may , for example , use persistent ( multi-session ) cookies .","99143","930","Generally , USDA does not collect , disseminate , or maintain any personally identifiable information about you maintained by third party sites .","99144","930","However , you should be aware that USDA may read , review , or rely upon information that you make publicly available or the USDA on these services ( for example , comments made on the USDA 's Facebook page ) , as authorized or required by law .","99145","930","2","4","1","2","1","third-party, non-government","any third-party service","third-party services","Generally indentifiable","law"
"3V0TR1NRVANB213L7OKE9UR08ACA4M","370L63GT3D60H5L6G0NFZL7USOZ18V","(EASY TASK) Select vague words from sentences","Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.","vague, ambiguous, privacy policy","$0.05","Fri May 19 14:19:58 PDT 2017","9","BatchId:2809400;OriginalHitTemplateId:920937305;","432000","604800","Sun May 28 12:12:46 PDT 2017","","","3S4AW7T80C3VL4SJUHE66S3VK9D4L4","ARFAW0SGYEMFL","Rejected","Fri May 19 17:15:05 PDT 2017","Fri May 19 17:16:35 PDT 2017","Fri May 26 17:16:35 PDT 2017","","Sun May 21 12:13:02 PDT 2017","Good vague terms, but many of the sentences should not be labeled as relatively clear. Your rating should not depend just on how many vague terms in the sentence.","90","76% (384/502)","3% (4/121)","0% (0/0)","By interacting with USDA through these third-party services , you may be providing non-government third parties access to your personal information which can be used to distinguish or trace your identity .","99141","930","Any information collected by a third-party service is subject to the privacy policies of the third-party service provider .","99142","930","These third-party services may , for example , use persistent ( multi-session ) cookies .","99143","930","Generally , USDA does not collect , disseminate , or maintain any personally identifiable information about you maintained by third party sites .","99144","930","However , you should be aware that USDA may read , review , or rely upon information that you make publicly available or the USDA on these services ( for example , comments made on the USDA 's Facebook page ) , as authorized or required by law .","99145","930","2","1","2","2","2","may","{}","may","generally","may"
"3V0TR1NRVANB213L7OKE9UR08ACA4M","370L63GT3D60H5L6G0NFZL7USOZ18V","(EASY TASK) Select vague words from sentences","Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.","vague, ambiguous, privacy policy","$0.05","Fri May 19 14:19:58 PDT 2017","9","BatchId:2809400;OriginalHitTemplateId:920937305;","432000","604800","Sun May 28 12:12:46 PDT 2017","","","3UXUOQ9OKFIB88JYZONN0Q7UH3IA7Y","A2GD3CRFIEENJS","Approved","Sun May 21 13:54:24 PDT 2017","Sun May 21 13:56:39 PDT 2017","Sun May 28 13:56:39 PDT 2017","Fri May 26 20:08:27 PDT 2017","","","135","100% (786/786)","100% (118/118)","100% (4/4)","By interacting with USDA through these third-party services , you may be providing non-government third parties access to your personal information which can be used to distinguish or trace your identity .","99141","930","Any information collected by a third-party service is subject to the privacy policies of the third-party service provider .","99142","930","These third-party services may , for example , use persistent ( multi-session ) cookies .","99143","930","Generally , USDA does not collect , disseminate , or maintain any personally identifiable information about you maintained by third party sites .","99144","930","However , you should be aware that USDA may read , review , or rely upon information that you make publicly available or the USDA on these services ( for example , comments made on the USDA 's Facebook page ) , as authorized or required by law .","99145","930","5","3","3","5","2","third-party, may, personal information","information, third-party","third-party, may","generally, personally identifiable information, third party","may"
"3538U0YQ1FFLGW1PIQ1NDQALRQTF3J","370L63GT3D60H5L6G0NFZL7USOZ18V","(EASY TASK) Select vague words from sentences","Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.","vague, ambiguous, privacy policy","$0.05","Fri May 19 14:19:58 PDT 2017","9","BatchId:2809400;OriginalHitTemplateId:920937305;","432000","604800","Sun May 28 12:12:46 PDT 2017","","","34QN5IT0T0CJ79QZHRI0PKRCJ2208C","A19KWRLD7P57VJ","Approved","Sun May 21 22:48:16 PDT 2017","Mon May 22 06:15:30 PDT 2017","Mon May 29 06:15:30 PDT 2017","Fri May 26 20:08:22 PDT 2017","","","26834","100% (30/30)","100% (19/19)","0% (0/0)","Your insights are important to ensure Americans nationwide are informed and can be a part of the USDA 's work , every day .","99150","930","In the latter case , information collected about a suspected intruder may be shared with the USGS Information Technology Security Manager ( see Contact information below ) .","99161","931","Web Server Activity - Like most Web servers on the Internet , USGS servers collect and store within Web access logs all of the information that your Web browser sends when it requests a Web page , including :","99162","931","the name , domain , and numerical internet address of the host computer ( typically a computer belonging to your Internet Service Provider and not your personal computer ) from which you access the Internet ;","99163","931","the information your Web browser software sends as its so-called User Agent , which typically identifies the browser software and may also indicate the operating system used in your personal computer and the type of computer .","99167","931","4","4","3","1","2","Insights, ensure, informed","Information, intruder","Most, information","{}","Typically, indicate"
