"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.sentence1","Input.sentenceid1","Input.docid1","Input.sentence2","Input.sentenceid2","Input.docid2","Input.sentence3","Input.sentenceid3","Input.docid3","Input.sentence4","Input.sentenceid4","Input.docid4","Input.sentence5","Input.sentenceid5","Input.docid5","Answer.score1","Answer.score2","Answer.score3","Answer.score4","Answer.score5","Answer.words1","Answer.words2","Answer.words3","Answer.words4","Answer.words5","Approve","Reject"
"3YGYP13641UPNQZ8R4LW3TMAZI5NRM","370L63GT3D60H5L6G0NFZL7USOZ18V","(EASY TASK) Select vague words from sentences","Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.","vague, ambiguous, privacy policy","$0.05","Tue May 02 11:19:07 PDT 2017","5","BatchId:2788660;OriginalHitTemplateId:920937305;","432000","604800","Tue May 09 11:19:07 PDT 2017","","","339ANSOTR6NE959GU649LT0ZZRPKIB","A2GD3CRFIEENJS","Approved","Sat May 06 09:57:06 PDT 2017","Sat May 06 09:57:49 PDT 2017","Sat May 13 09:57:49 PDT 2017","Sun May 07 22:01:38 PDT 2017","","","43","100% (786/786)","100% (118/118)","100% (4/4)","You warrant that you own or have necessary licenses , rights , consents and permissions to publish the contents .","70059","669","General Use of the Service-Permissions and Restrictions","70064","669","You agree not to access Content through any technology or means other than the download page of the Service itself , the Flash Widget , or other explicitly authorized means mobile9 may designate .","70068","669","If you use the Flash Widget on your website , you may not modify , build upon , or block any portion or functionality of the Flash Widget , including but not limited to links back to the mobile9 website .","70076","669","You agree not to use or launch any automated system , including without limitation , `` robots , '' `` spiders , '' or `` offline readers , '' that accesses the Service in a manner that sends more request messages to the mobile9 servers in a given period of time than a human can reasonably produce in the same period by using a conventional on-line web browser .","70077","669","1","1","2","1","1","{}","{}","may","{}","{}"
"3YGYP13641UPNQZ8R4LW3TMAZI5NRM","370L63GT3D60H5L6G0NFZL7USOZ18V","(EASY TASK) Select vague words from sentences","Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.","vague, ambiguous, privacy policy","$0.05","Tue May 02 11:19:07 PDT 2017","5","BatchId:2788660;OriginalHitTemplateId:920937305;","432000","604800","Tue May 09 11:19:07 PDT 2017","","","33FBRBDW6PK311LFT7BKKLTDRF48CT","ARFAW0SGYEMFL","Approved","Wed May 03 03:31:23 PDT 2017","Wed May 03 03:33:38 PDT 2017","Wed May 10 03:33:38 PDT 2017","Sun May 07 22:01:55 PDT 2017","","","135","76% (384/502)","3% (4/121)","0% (0/0)","You warrant that you own or have necessary licenses , rights , consents and permissions to publish the contents .","70059","669","General Use of the Service-Permissions and Restrictions","70064","669","You agree not to access Content through any technology or means other than the download page of the Service itself , the Flash Widget , or other explicitly authorized means mobile9 may designate .","70068","669","If you use the Flash Widget on your website , you may not modify , build upon , or block any portion or functionality of the Flash Widget , including but not limited to links back to the mobile9 website .","70076","669","You agree not to use or launch any automated system , including without limitation , `` robots , '' `` spiders , '' or `` offline readers , '' that accesses the Service in a manner that sends more request messages to the mobile9 servers in a given period of time than a human can reasonably produce in the same period by using a conventional on-line web browser .","70077","669","1","1","2","2","1","{}","{}","other","but not limited","{}"
"3YGYP13641UPNQZ8R4LW3TMAZI5NRM","370L63GT3D60H5L6G0NFZL7USOZ18V","(EASY TASK) Select vague words from sentences","Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.","vague, ambiguous, privacy policy","$0.05","Tue May 02 11:19:07 PDT 2017","5","BatchId:2788660;OriginalHitTemplateId:920937305;","432000","604800","Tue May 09 11:19:07 PDT 2017","","","34J10VATJGJ0K87B7BO6HFC8YZPQIL","A1SRZS6KSA5887","Approved","Sun May 07 02:41:45 PDT 2017","Sun May 07 02:43:21 PDT 2017","Sun May 14 02:43:21 PDT 2017","Sun May 07 22:01:31 PDT 2017","","","96","100% (160/160)","0% (0/0)","0% (0/0)","You warrant that you own or have necessary licenses , rights , consents and permissions to publish the contents .","70059","669","General Use of the Service-Permissions and Restrictions","70064","669","You agree not to access Content through any technology or means other than the download page of the Service itself , the Flash Widget , or other explicitly authorized means mobile9 may designate .","70068","669","If you use the Flash Widget on your website , you may not modify , build upon , or block any portion or functionality of the Flash Widget , including but not limited to links back to the mobile9 website .","70076","669","You agree not to use or launch any automated system , including without limitation , `` robots , '' `` spiders , '' or `` offline readers , '' that accesses the Service in a manner that sends more request messages to the mobile9 servers in a given period of time than a human can reasonably produce in the same period by using a conventional on-line web browser .","70077","669","2","2","2","5","1","consents","generally","access, explicitly","block, portion, modify, links","{}"
"3YGYP13641UPNQZ8R4LW3TMAZI5NRM","370L63GT3D60H5L6G0NFZL7USOZ18V","(EASY TASK) Select vague words from sentences","Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.","vague, ambiguous, privacy policy","$0.05","Tue May 02 11:19:07 PDT 2017","5","BatchId:2788660;OriginalHitTemplateId:920937305;","432000","604800","Tue May 09 11:19:07 PDT 2017","","","3A1PQ49WVI2C79CAGEG6G23LQ5YH1U","AFPCOYT9QMX40","Approved","Thu May 04 18:14:43 PDT 2017","Thu May 04 18:16:01 PDT 2017","Thu May 11 18:16:01 PDT 2017","Sun May 07 22:01:52 PDT 2017","","","78","85% (88/104)","100% (3/3)","0% (0/0)","You warrant that you own or have necessary licenses , rights , consents and permissions to publish the contents .","70059","669","General Use of the Service-Permissions and Restrictions","70064","669","You agree not to access Content through any technology or means other than the download page of the Service itself , the Flash Widget , or other explicitly authorized means mobile9 may designate .","70068","669","If you use the Flash Widget on your website , you may not modify , build upon , or block any portion or functionality of the Flash Widget , including but not limited to links back to the mobile9 website .","70076","669","You agree not to use or launch any automated system , including without limitation , `` robots , '' `` spiders , '' or `` offline readers , '' that accesses the Service in a manner that sends more request messages to the mobile9 servers in a given period of time than a human can reasonably produce in the same period by using a conventional on-line web browser .","70077","669","2","2","3","2","4","necessary","general","may","any, not limited to","any, manner, reasonably, conventional"
"3YGYP13641UPNQZ8R4LW3TMAZI5NRM","370L63GT3D60H5L6G0NFZL7USOZ18V","(EASY TASK) Select vague words from sentences","Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.","vague, ambiguous, privacy policy","$0.05","Tue May 02 11:19:07 PDT 2017","5","BatchId:2788660;OriginalHitTemplateId:920937305;","432000","604800","Tue May 09 11:19:07 PDT 2017","","","3JAOYWH7VJPWIAYVBCAXN0EB5109LD","AHPW2FIJT6DX8","Approved","Sat May 06 06:50:17 PDT 2017","Sat May 06 06:51:35 PDT 2017","Sat May 13 06:51:35 PDT 2017","Sun May 07 22:01:52 PDT 2017","","","78","100% (17/17)","100% (6/6)","0% (0/0)","You warrant that you own or have necessary licenses , rights , consents and permissions to publish the contents .","70059","669","General Use of the Service-Permissions and Restrictions","70064","669","You agree not to access Content through any technology or means other than the download page of the Service itself , the Flash Widget , or other explicitly authorized means mobile9 may designate .","70068","669","If you use the Flash Widget on your website , you may not modify , build upon , or block any portion or functionality of the Flash Widget , including but not limited to links back to the mobile9 website .","70076","669","You agree not to use or launch any automated system , including without limitation , `` robots , '' `` spiders , '' or `` offline readers , '' that accesses the Service in a manner that sends more request messages to the mobile9 servers in a given period of time than a human can reasonably produce in the same period by using a conventional on-line web browser .","70077","669","2","2","3","2","1","or","general","or means, or other","limited","reasonably"
"3ZRKL6Z1E8OVEDIZJP863JI9K82GSV","370L63GT3D60H5L6G0NFZL7USOZ18V","(EASY TASK) Select vague words from sentences","Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.","vague, ambiguous, privacy policy","$0.05","Tue May 02 11:19:07 PDT 2017","7","BatchId:2788660;OriginalHitTemplateId:920937305;","432000","604800","Wed May 17 19:14:34 PDT 2017","","","33PPUNGG39QMRZBLKU1SM0P3Q8UZRD","A2L33JWB0UOA46","Approved","Wed May 10 21:50:50 PDT 2017","Wed May 10 21:53:12 PDT 2017","Wed May 17 21:53:12 PDT 2017","Mon May 15 20:29:28 PDT 2017","","","142","100% (17/17)","100% (7/7)","0% (0/0)","Notwithstanding the foregoing , mobile9 grants the operators of public search engines permission to use spiders to copy materials from the site for the sole purpose of and solely to the extent necessary for creating publicly available searchable indices of the materials , but not caches or archives of such materials .","70078","669","mobile9 reserves the right to revoke these exceptions either generally or in specific cases .","70079","669","You agree not to collect or harvest any personally identifiable information , including account names , from the Service , nor to use the communication systems provided by the Service ( e.g. , comments , email ) for any commercial solicitation purposes .","70080","669","You agree not to create posts , publish or distribute contents to mobile9 of any kind that is , within the sole dicretion of mobile9 , determined to be commercial , illegal , offensive or potentially harmful to others including but not limited to content that :","70082","669","Infringes upon the rights of any third party , including but not limited to copyrights , trademarks , patents , trade secrets , design rights , moral rights or other third party proprietary rights , including privacy and publicity rights .","70083","669","4","3","1","1","2","notwithstanding the foregoing,","these exceptions, either generally, specific cases","{}","{}","third party, other"
"3ZRKL6Z1E8OVEDIZJP863JI9K82GSV","370L63GT3D60H5L6G0NFZL7USOZ18V","(EASY TASK) Select vague words from sentences","Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.","vague, ambiguous, privacy policy","$0.05","Tue May 02 11:19:07 PDT 2017","7","BatchId:2788660;OriginalHitTemplateId:920937305;","432000","604800","Wed May 17 19:14:34 PDT 2017","","","38F71OA9GUHPP27TEAB4X9FB86RFMN","A3OWGVIP4VYSPV","Approved","Sun May 07 17:02:22 PDT 2017","Sun May 07 17:03:33 PDT 2017","Sun May 14 17:03:33 PDT 2017","Sun May 07 22:01:49 PDT 2017","","","71","91% (422/466)","45% (5/11)","0% (0/0)","Notwithstanding the foregoing , mobile9 grants the operators of public search engines permission to use spiders to copy materials from the site for the sole purpose of and solely to the extent necessary for creating publicly available searchable indices of the materials , but not caches or archives of such materials .","70078","669","mobile9 reserves the right to revoke these exceptions either generally or in specific cases .","70079","669","You agree not to collect or harvest any personally identifiable information , including account names , from the Service , nor to use the communication systems provided by the Service ( e.g. , comments , email ) for any commercial solicitation purposes .","70080","669","You agree not to create posts , publish or distribute contents to mobile9 of any kind that is , within the sole dicretion of mobile9 , determined to be commercial , illegal , offensive or potentially harmful to others including but not limited to content that :","70082","669","Infringes upon the rights of any third party , including but not limited to copyrights , trademarks , patents , trade secrets , design rights , moral rights or other third party proprietary rights , including privacy and publicity rights .","70083","669","2","2","1","1","1","necessary","either , or","n/a","n/a","n/a"
"3ZRKL6Z1E8OVEDIZJP863JI9K82GSV","370L63GT3D60H5L6G0NFZL7USOZ18V","(EASY TASK) Select vague words from sentences","Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.","vague, ambiguous, privacy policy","$0.05","Tue May 02 11:19:07 PDT 2017","7","BatchId:2788660;OriginalHitTemplateId:920937305;","432000","604800","Wed May 17 19:14:34 PDT 2017","","","39GXDJN2OUZZ0ARFKO6PADH2CXYV8F","AIB0Q3V7YOO76","Rejected","Mon May 08 09:53:53 PDT 2017","Mon May 08 09:55:08 PDT 2017","Mon May 15 09:55:08 PDT 2017","","Wed May 10 19:14:33 PDT 2017","Missed vague terms","75","50% (2/4)","0% (0/0)","0% (0/0)","Notwithstanding the foregoing , mobile9 grants the operators of public search engines permission to use spiders to copy materials from the site for the sole purpose of and solely to the extent necessary for creating publicly available searchable indices of the materials , but not caches or archives of such materials .","70078","669","mobile9 reserves the right to revoke these exceptions either generally or in specific cases .","70079","669","You agree not to collect or harvest any personally identifiable information , including account names , from the Service , nor to use the communication systems provided by the Service ( e.g. , comments , email ) for any commercial solicitation purposes .","70080","669","You agree not to create posts , publish or distribute contents to mobile9 of any kind that is , within the sole dicretion of mobile9 , determined to be commercial , illegal , offensive or potentially harmful to others including but not limited to content that :","70082","669","Infringes upon the rights of any third party , including but not limited to copyrights , trademarks , patents , trade secrets , design rights , moral rights or other third party proprietary rights , including privacy and publicity rights .","70083","669","1","1","1","1","1","{}","{}","{}","{}","{}"
"3ZRKL6Z1E8OVEDIZJP863JI9K82GSV","370L63GT3D60H5L6G0NFZL7USOZ18V","(EASY TASK) Select vague words from sentences","Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.","vague, ambiguous, privacy policy","$0.05","Tue May 02 11:19:07 PDT 2017","7","BatchId:2788660;OriginalHitTemplateId:920937305;","432000","604800","Wed May 17 19:14:34 PDT 2017","","","3K9FOBBF2I4H7C2PCMT2519VARFLNO","A3FWFKEB02CX3N","Rejected","Sat May 06 18:31:59 PDT 2017","Sat May 06 18:38:09 PDT 2017","Sat May 13 18:38:09 PDT 2017","","Sun May 07 22:01:46 PDT 2017","Not vague terms","370","0% (0/1)","0% (0/0)","0% (0/0)","Notwithstanding the foregoing , mobile9 grants the operators of public search engines permission to use spiders to copy materials from the site for the sole purpose of and solely to the extent necessary for creating publicly available searchable indices of the materials , but not caches or archives of such materials .","70078","669","mobile9 reserves the right to revoke these exceptions either generally or in specific cases .","70079","669","You agree not to collect or harvest any personally identifiable information , including account names , from the Service , nor to use the communication systems provided by the Service ( e.g. , comments , email ) for any commercial solicitation purposes .","70080","669","You agree not to create posts , publish or distribute contents to mobile9 of any kind that is , within the sole dicretion of mobile9 , determined to be commercial , illegal , offensive or potentially harmful to others including but not limited to content that :","70082","669","Infringes upon the rights of any third party , including but not limited to copyrights , trademarks , patents , trade secrets , design rights , moral rights or other third party proprietary rights , including privacy and publicity rights .","70083","669","4","3","2","2","2","Spiders , materials ,","Generally","{}","Contents","Proprietary , infridges"
"3ZRKL6Z1E8OVEDIZJP863JI9K82GSV","370L63GT3D60H5L6G0NFZL7USOZ18V","(EASY TASK) Select vague words from sentences","Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.","vague, ambiguous, privacy policy","$0.05","Tue May 02 11:19:07 PDT 2017","7","BatchId:2788660;OriginalHitTemplateId:920937305;","432000","604800","Wed May 17 19:14:34 PDT 2017","","","3QFUFYSY9Z09LCIN86B8BFYBM8EF4M","ARFAW0SGYEMFL","Approved","Wed May 03 16:35:41 PDT 2017","Wed May 03 16:37:16 PDT 2017","Wed May 10 16:37:16 PDT 2017","Sun May 07 22:02:00 PDT 2017","","","95","76% (384/502)","3% (4/121)","0% (0/0)","Notwithstanding the foregoing , mobile9 grants the operators of public search engines permission to use spiders to copy materials from the site for the sole purpose of and solely to the extent necessary for creating publicly available searchable indices of the materials , but not caches or archives of such materials .","70078","669","mobile9 reserves the right to revoke these exceptions either generally or in specific cases .","70079","669","You agree not to collect or harvest any personally identifiable information , including account names , from the Service , nor to use the communication systems provided by the Service ( e.g. , comments , email ) for any commercial solicitation purposes .","70080","669","You agree not to create posts , publish or distribute contents to mobile9 of any kind that is , within the sole dicretion of mobile9 , determined to be commercial , illegal , offensive or potentially harmful to others including but not limited to content that :","70082","669","Infringes upon the rights of any third party , including but not limited to copyrights , trademarks , patents , trade secrets , design rights , moral rights or other third party proprietary rights , including privacy and publicity rights .","70083","669","1","1","1","2","2","{}","{}","{}","but not limited","but not limited"
